Date,Open,High,Low,Close,Adj Close,Volume
2017-09-05,644.799988,672.799988,641.200012,664.400024,650.078064,189403
2017-09-06,656.799988,666.000000,653.200012,660.400024,646.164307,135245
2017-09-07,658.799988,672.799988,657.599976,665.599976,651.252197,127748
2017-09-08,668.799988,672.799988,656.400024,664.400024,650.078064,146113
2017-09-11,647.599976,650.000000,640.000000,643.599976,629.726318,133335
2017-09-12,638.400024,641.599976,630.000000,632.000000,618.376526,142160
2017-09-13,633.599976,634.799988,622.400024,626.400024,612.897156,128955
2017-09-14,628.799988,633.200012,623.599976,628.000000,614.462708,100183
2017-09-15,630.799988,631.599976,620.000000,621.200012,607.809326,121210
2017-09-18,617.599976,618.400024,602.000000,608.000000,594.893799,218543
2017-09-19,605.200012,611.200012,604.000000,608.400024,595.285217,82355
2017-09-20,606.400024,608.799988,599.599976,602.000000,589.023193,143440
2017-09-21,600.000000,606.400024,596.400024,603.599976,590.588684,137655
2017-09-22,604.799988,605.200012,593.200012,596.400024,583.543823,173913
2017-09-25,596.400024,603.599976,588.000000,593.200012,580.412903,229330
2017-09-26,592.000000,593.200012,581.599976,588.000000,575.324951,185958
2017-09-27,576.000000,581.200012,548.400024,553.599976,541.666443,425700
2017-09-28,555.599976,560.799988,546.400024,549.200012,537.361328,187810
2017-09-29,548.400024,550.400024,542.400024,546.000000,534.230286,147073
2017-10-02,544.799988,546.400024,525.200012,525.200012,513.878662,234903
2017-10-03,523.599976,532.400024,522.000000,522.000000,510.747650,164150
2017-10-04,524.400024,531.599976,519.200012,527.200012,515.835571,202310
2017-10-05,522.400024,526.799988,518.799988,523.200012,511.921753,138950
2017-10-06,528.400024,530.000000,522.000000,524.799988,513.487305,160865
2017-10-09,523.200012,534.000000,518.400024,531.599976,520.140625,161985
2017-10-10,526.000000,531.599976,522.799988,527.200012,515.835571,150418
2017-10-11,526.400024,531.200012,523.200012,528.400024,517.009705,117003
2017-10-12,531.200012,535.599976,525.200012,529.599976,518.183777,131968
2017-10-13,526.799988,533.599976,525.599976,532.400024,520.923523,121853
2017-10-16,530.000000,535.599976,522.000000,534.000000,522.488953,147143
2017-10-17,533.599976,541.599976,528.000000,538.799988,527.185486,150570
2017-10-18,531.599976,535.599976,526.400024,530.799988,519.357849,155783
2017-10-19,538.400024,544.799988,532.400024,532.799988,521.314819,176985
2017-10-20,522.400024,526.799988,522.000000,526.000000,514.661438,141508
2017-10-23,524.000000,538.799988,524.000000,537.599976,526.011353,181595
2017-10-24,532.000000,535.599976,527.200012,533.599976,522.097534,146150
2017-10-25,537.599976,554.799988,536.000000,542.000000,530.316589,264248
