Date,Open,High,Low,Close,Adj Close,Volume
2017-09-05,6.620000,6.708000,6.300000,6.471333,6.348721,7698000
2017-09-06,6.561333,6.594667,6.408000,6.510000,6.386654,3603000
2017-09-07,6.566667,6.614000,6.452667,6.540000,6.416086,2992500
2017-09-08,6.500667,6.533333,6.233333,6.298000,6.178671,4530000
2017-09-11,6.460000,6.708000,6.448000,6.667333,6.541007,6217500
2017-09-12,6.756000,6.813333,6.636000,6.756667,6.628647,4447500
2017-09-13,6.698000,6.840000,6.636667,6.784000,6.655463,3481500
2017-09-14,6.690000,6.993333,6.667333,6.878667,6.748337,4311000
2017-09-15,6.933333,7.253333,6.922000,7.227333,7.090396,6129000
2017-09-18,7.361333,7.651333,7.357333,7.514000,7.371631,7929000
2017-09-19,7.588667,7.671333,7.438000,7.592000,7.448154,4869000
2017-09-20,7.609333,7.609333,6.978000,7.272000,7.134217,12088500
2017-09-21,7.254667,7.264000,6.991333,7.183333,7.047230,4734000
2017-09-22,7.085333,7.318000,7.067333,7.286000,7.147951,3871500
2017-09-25,7.172667,7.185333,6.763333,6.862000,6.731985,10708500
2017-09-26,7.082000,7.097333,6.775333,6.850000,6.720212,7134000
2017-09-27,7.067333,7.410667,7.048667,7.330000,7.191118,7663500
2017-09-28,7.310667,7.495333,7.243333,7.494667,7.352665,4728000
2017-09-29,7.545333,7.702000,7.462667,7.684000,7.538411,6090000
2017-10-02,7.752000,7.928667,7.659333,7.817333,7.669218,6615000
2017-10-03,7.866000,7.959333,7.778667,7.894667,7.745085,4030500
2017-10-04,7.866667,7.946667,7.726000,7.946667,7.796101,4509000
2017-10-05,8.034000,8.062667,7.832667,7.963333,7.812450,4539000
2017-10-06,7.833333,8.066667,7.833333,8.066667,7.913826,2910000
2017-10-09,8.149333,8.266667,8.127333,8.235333,8.079299,4219500
2017-10-10,8.432000,8.437333,8.139333,8.395333,8.236267,5818500
2017-10-11,8.308000,8.564000,8.300000,8.560000,8.397812,4752000
2017-10-12,8.533333,8.646667,8.453333,8.473333,8.312788,4723500
2017-10-13,8.548667,8.723333,8.522000,8.640000,8.476298,4167000
2017-10-16,8.733333,8.765333,8.583333,8.764000,8.597947,4827000
2017-10-17,8.758000,8.759333,8.604667,8.744667,8.578981,2974500
2017-10-18,8.790000,8.870667,8.478000,8.830667,8.663351,6814500
2017-10-19,8.596667,8.759333,8.344000,8.753333,8.587482,7495500
