Date,Open,High,Low,Close,Adj Close,Volume
2020-07-31,0.005887,0.005908,0.004043,0.004432,0.004432,6560633
2020-08-01,0.004427,0.005049,0.004241,0.005008,0.005008,3234657
2020-08-02,0.005006,0.005006,0.004104,0.004240,0.004240,2471082
2020-08-03,0.004241,0.004553,0.004235,0.004308,0.004308,1758625
2020-08-04,0.004308,0.004959,0.003975,0.004038,0.004038,2375147
2020-08-05,0.004037,0.004501,0.003940,0.004058,0.004058,1746833
2020-08-06,0.004058,0.004198,0.003936,0.004198,0.004198,1786362
2020-08-07,0.004199,0.004410,0.003827,0.003886,0.003886,2054223
2020-08-08,0.003890,0.003925,0.003693,0.003920,0.003920,1545066
2020-08-09,0.003923,0.003973,0.003653,0.003729,0.003729,1630834
2020-08-10,0.003729,0.003984,0.002783,0.003431,0.003431,1955704
2020-08-11,0.003430,0.003436,0.003099,0.003167,0.003167,1354790
2020-08-12,null,null,null,null,null,null
2020-08-13,null,null,null,null,null,null
2020-08-14,null,null,null,null,null,null
2020-08-15,null,null,null,null,null,null
2020-08-16,0.002744,0.003038,0.002530,0.002943,0.002943,1209155
2020-08-17,0.002943,0.003030,0.002750,0.002750,0.002750,1313692
2020-08-18,0.002751,0.002983,0.002746,0.002850,0.002850,1333232
2020-08-19,0.002851,0.003201,0.002688,0.002758,0.002758,1004130
2020-08-20,0.002758,0.002986,0.002661,0.002924,0.002924,1193543
2020-08-21,0.002927,0.003065,0.002760,0.002774,0.002774,1633522
2020-08-22,0.002772,0.002851,0.002663,0.002684,0.002684,1018640
2020-08-23,0.002685,0.002914,0.002670,0.002858,0.002858,1127605
2020-08-24,0.002857,0.003539,0.002836,0.003533,0.003533,1986995
2020-08-25,0.003533,0.003543,0.003206,0.003208,0.003208,1689989
2020-08-26,0.003208,0.003334,0.003036,0.003049,0.003049,1188335
2020-08-27,0.003048,0.003159,0.002975,0.003014,0.003014,1240577
2020-08-28,0.003013,0.003274,0.002995,0.003167,0.003167,1137204
2020-08-29,0.003166,0.003261,0.002947,0.002974,0.002974,1407545
2020-08-30,0.002973,0.003031,0.002902,0.002968,0.002968,1516186
2020-08-31,0.002968,0.002982,0.002776,0.002779,0.002779,1787922
2020-09-01,0.002778,0.003001,0.002752,0.002833,0.002833,1378583
2020-09-02,0.002834,0.002912,0.002707,0.002742,0.002742,1442141
2020-09-03,0.002741,0.002772,0.002417,0.002441,0.002441,1501119
2020-09-04,0.002443,0.002486,0.002299,0.002367,0.002367,882528
2020-09-05,null,null,null,null,null,null
2020-09-06,null,null,null,null,null,null
2020-09-07,null,null,null,null,null,null
2020-09-08,null,null,null,null,null,null
2020-09-09,null,null,null,null,null,null
2020-09-10,null,null,null,null,null,null
2020-09-11,null,null,null,null,null,null
2020-09-12,null,null,null,null,null,null
2020-09-13,null,null,null,null,null,null
2020-09-14,null,null,null,null,null,null
2020-09-15,null,null,null,null,null,null
2020-09-16,null,null,null,null,null,null
2020-09-17,null,null,null,null,null,null
2020-09-18,null,null,null,null,null,null
2020-09-19,null,null,null,null,null,null
2020-09-20,null,null,null,null,null,null
2020-09-21,null,null,null,null,null,null
2020-09-22,0.004035,0.004105,0.003688,0.003790,0.003790,1486491
2020-09-23,0.003789,0.003798,0.003345,0.003443,0.003443,1522601
2020-09-24,0.003443,0.003630,0.003429,0.003618,0.003618,1316401
2020-09-25,0.003622,0.003774,0.003568,0.003753,0.003753,1174258
2020-09-26,0.003754,0.004019,0.003542,0.004019,0.004019,1181630
2020-09-27,0.004019,0.004071,0.003787,0.003789,0.003789,1269241
2020-09-28,0.003789,0.004399,0.003789,0.004148,0.004148,1908473
2020-09-29,0.004149,0.004154,0.003913,0.004123,0.004123,1635583
2020-09-30,0.004122,0.004125,0.003958,0.004008,0.004008,1400565
2020-10-01,0.004007,0.004029,0.003639,0.003780,0.003780,1868702
2020-10-02,null,null,null,null,null,null
2020-10-03,null,null,null,null,null,null
2020-10-04,null,null,null,null,null,null
2020-10-05,0.003892,0.004078,0.003825,0.003920,0.003920,1687206
2020-10-06,0.003919,0.003930,0.003591,0.003591,0.003591,1602775
2020-10-07,0.003592,0.003932,0.003531,0.003925,0.003925,1487928
2020-10-08,0.003929,0.004379,0.003830,0.004156,0.004156,2343397
2020-10-09,null,null,null,null,null,null
2020-10-10,0.004136,0.004456,0.004134,0.004427,0.004427,1584500
2020-10-11,0.004427,0.004451,0.003599,0.004080,0.004080,3599466
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,0.004106,0.004188,0.003859,0.003926,0.003926,1729104
2020-10-15,0.003923,0.004235,0.003891,0.004139,0.004139,1783264
2020-10-16,0.004140,0.004225,0.004024,0.004171,0.004171,1410178
2020-10-17,0.004169,0.004309,0.004149,0.004250,0.004250,1567122
2020-10-18,0.004250,0.004425,0.004163,0.004416,0.004416,1480684
2020-10-19,0.004418,0.004616,0.004284,0.004446,0.004446,2464069
2020-10-20,0.004443,0.005106,0.004436,0.005083,0.005083,2529151
2020-10-21,0.005086,0.005915,0.005012,0.005178,0.005178,3423860
2020-10-22,0.005190,0.005785,0.005181,0.005668,0.005668,2319949
2020-10-23,0.005672,0.006555,0.005663,0.006387,0.006387,1694379
2020-10-24,0.006389,0.007263,0.006279,0.007185,0.007185,4611437
2020-10-25,0.007184,0.009392,0.007182,0.008414,0.008414,8288427
2020-10-26,0.008415,0.008590,0.006864,0.007958,0.007958,4142698
2020-10-27,0.007959,0.008780,0.007626,0.008311,0.008311,4239541
2020-10-28,null,null,null,null,null,null
2020-10-29,null,null,null,null,null,null
2020-10-30,null,null,null,null,null,null
2020-10-31,null,null,null,null,null,null
2020-11-01,null,null,null,null,null,null
2020-11-02,null,null,null,null,null,null
2020-11-03,null,null,null,null,null,null
2020-11-04,null,null,null,null,null,null
2020-11-05,null,null,null,null,null,null
2020-11-06,null,null,null,null,null,null
2020-11-07,null,null,null,null,null,null
2020-11-08,null,null,null,null,null,null
2020-11-09,null,null,null,null,null,null
2020-11-10,null,null,null,null,null,null
2020-11-11,null,null,null,null,null,null
2020-11-12,null,null,null,null,null,null
2020-11-13,null,null,null,null,null,null
2020-11-14,null,null,null,null,null,null
2020-11-15,null,null,null,null,null,null
2020-11-16,null,null,null,null,null,null
2020-11-17,null,null,null,null,null,null
2020-11-18,null,null,null,null,null,null
2020-11-19,null,null,null,null,null,null
2020-11-20,null,null,null,null,null,null
2020-11-21,null,null,null,null,null,null
2020-11-22,null,null,null,null,null,null
2020-11-23,null,null,null,null,null,null
2020-11-24,null,null,null,null,null,null
2020-11-25,null,null,null,null,null,null
2020-11-26,null,null,null,null,null,null
2020-11-27,null,null,null,null,null,null
2020-11-28,null,null,null,null,null,null
2020-11-29,null,null,null,null,null,null
2020-11-30,null,null,null,null,null,null
2020-12-01,null,null,null,null,null,null
2020-12-02,null,null,null,null,null,null
2020-12-03,null,null,null,null,null,null
2020-12-04,null,null,null,null,null,null
2020-12-05,null,null,null,null,null,null
2020-12-06,null,null,null,null,null,null
2020-12-07,null,null,null,null,null,null
2020-12-08,null,null,null,null,null,null
2020-12-09,null,null,null,null,null,null
2020-12-10,null,null,null,null,null,null
2020-12-11,null,null,null,null,null,null
2020-12-12,null,null,null,null,null,null
2020-12-13,null,null,null,null,null,null
2020-12-14,null,null,null,null,null,null
2020-12-15,null,null,null,null,null,null
2020-12-16,null,null,null,null,null,null
2020-12-17,null,null,null,null,null,null
2020-12-18,null,null,null,null,null,null
2020-12-19,null,null,null,null,null,null
2020-12-20,null,null,null,null,null,null
2020-12-21,null,null,null,null,null,null
2020-12-22,null,null,null,null,null,null
2020-12-23,null,null,null,null,null,null
2020-12-24,null,null,null,null,null,null
2020-12-25,null,null,null,null,null,null
2020-12-26,null,null,null,null,null,null
2020-12-27,null,null,null,null,null,null
2020-12-28,null,null,null,null,null,null
2020-12-29,null,null,null,null,null,null
2020-12-30,null,null,null,null,null,null
2020-12-31,null,null,null,null,null,null
2021-01-01,null,null,null,null,null,null
2021-01-02,null,null,null,null,null,null
2021-01-03,null,null,null,null,null,null
2021-01-04,null,null,null,null,null,null
2021-01-05,null,null,null,null,null,null
2021-01-06,null,null,null,null,null,null
2021-01-07,null,null,null,null,null,null
2021-01-08,null,null,null,null,null,null
2021-01-09,null,null,null,null,null,null
2021-01-10,null,null,null,null,null,null
2021-01-11,null,null,null,null,null,null
2021-01-12,null,null,null,null,null,null
2021-01-13,null,null,null,null,null,null
2021-01-14,null,null,null,null,null,null
2021-01-15,null,null,null,null,null,null
2021-01-16,null,null,null,null,null,null
2021-01-17,null,null,null,null,null,null
2021-01-18,null,null,null,null,null,null
2021-01-19,null,null,null,null,null,null
2021-01-20,null,null,null,null,null,null
2021-01-21,null,null,null,null,null,null
2021-01-22,null,null,null,null,null,null
2021-01-23,null,null,null,null,null,null
2021-01-24,null,null,null,null,null,null
2021-01-25,null,null,null,null,null,null
2021-01-26,null,null,null,null,null,null
2021-01-27,null,null,null,null,null,null
2021-01-28,null,null,null,null,null,null
